378860,378860,Project CARS 2,Slightly Mad Studios,BANDAI NAMCO Entertainment,,13338,3272,0,"1,000,000 .. 2,000,000",1243,168,330,311,59.99,5999,0,565,"Project CARS 2 is a motorsport racing simulator video game developed by Slightly Mad Studios and published and distributed by the Bandai Namco Entertainment group. It was released worldwide on 22 September 2017 for Microsoft Windows, PlayStation 4, and Xbox One."
386180,386180,Crossout,Targem Games,Gaijin Distribution KFT,,37229,10967,0,"2,000,000 .. 5,000,000",3130,238,239,343,0,0,0,3823,"Crossout is a free-to-play vehicular combat video game developed by Targem Games and is published by Gaijin Entertainment for Android, Windows, PlayStation 4, Xbox One and Xbox Series X/S. As of 2021, PlayPark, a part of AsiaSoft acquired the game's server of Asian territories. "
457330,457330,High Octane Drift,Cruderocks,Cruderocks,,3205,2594,0,"1,000,000 .. 2,000,000",225,0,18,0,0,0,0,30,"High Octane Drift is a realistic 3d racing game about drifting motorsport, filled with full-throttle fun and a healthy competitive spirit. You start as a rookie in a live drifting community, earning reputation and cash to build your unique drifting car, gather your crew and win top class High Octane drifting series."
516750,516750,My Summer Car,Amistech Games,Amistech Games,,37627,2542,0,"1,000,000 .. 2,000,000",3462,528,2057,528,14.99,1499,0,1105,"My Summer Car is an open world, car mechanic, and survival game in development by Finnish developer Johannes Rojola of Amistech Games. It was released on Steam's Early Access program on October 24, 2016, and is expected to be out of early access in 2022."
635260,635260,CarX Drift Racing Online,"CarX Technologies, LLC","CarX Technologies, LLC",,37205,1950,0,"500,000 .. 1,000,000",1782,31,1005,45,14.99,1499,0,2289,"CarX Drift Racing Online is your chance to immerse yourself in the real world of drifting. Get together with friends, tune your car and burn some tires!"
645630,645630,Car Mechanic Simulator 2018,Red Dot Games,PlayWay S.A.,,38081,3995,0,"1,000,000 .. 2,000,000",3356,0,916,0,19.99,1999,0,573,"Car Mechanic Simulator 2018 is a simulation video game developed by Polish studio Red Dot Games depicting the work of an automotive mechanic. It was released on July 28, 2017, for Microsoft Windows; in 2019 on February 15 for Nintendo Switch and June 25 for PlayStation 4 and Xbox One."
646910,646910,The Crew 2,Ivory Tower,Ubisoft,,45759,11030,0,"2,000,000 .. 5,000,000",2586,723,1176,730,9.99,4999,80,1327,"The Crew 2 is a 2018 open world racing video game developed by Ivory Tower and published by Ubisoft for Microsoft Windows, PlayStation 4, Xbox One and Stadia. It is the sequel to 2014's The Crew. It features a persistent open world environment for free-roaming across a scaled-down recreation of the United States."
690790,690790,DiRT Rally 2.0,Codemasters,"Codemasters, Electronic Arts",,22561,3897,0,"1,000,000 .. 2,000,000",1407,38,220,37,19.99,1999,0,1243,"Dirt Rally 2.0 is a racing simulation video game developed and published by Codemasters for Microsoft Windows, PlayStation 4 and Xbox One. It was released on February 26, 2019. It is a successor to the 2015 video game Dirt Rally and emphasises realistic driving physics."
991780,991780,Notes of Soul,（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,,16122,4533,0,"500,000 .. 1,000,000",11692,0,17350,0,29.99,2999,0,174,"The gleaning club is an immersive game experience hall, where you can participate in the script arranged according to the story by role playing."
1029550,1029550,Torque Drift,Grease Monkey Games,Grease Monkey Games,,4502,1555,0,"500,000 .. 1,000,000",101,0,60,0,0,0,0,287,"Build your car, earn sponsors, and compete in online multiplayer drift battles!"
1080110,1080110,F1 2020,Codemasters,"Codemasters, Electronic Arts",,35522,2505,0,"1,000,000 .. 2,000,000",2281,261,1328,261,59.99,5999,0,1327,"F1� 2020 allows you to create your F1� team for the very first time and race alongside the official teams and drivers. Alternatively, challenge your friends in new split-screen with casual race options for more relaxed racing. Compete on 22 circuits, with current and classic content."
1222680,1222680,Need for Speed Heat,Ghost Games,Electronic Arts,,37623,7647,0,"1,000,000 .. 2,000,000",1270,110,610,219,69.99,6999,0,1051,"Need for Speed Heat is a 2019 racing video game developed by Ghost Games and published by Electronic Arts for Microsoft Windows, PlayStation 4 and Xbox One. It is the twenty-fourth instalment in the Need for Speed series and commemorates the series' 25th anniversary."
1262540,1262540,Need for Speed,Ghost Games,Electronic Arts,,8018,3285,0,"500,000 .. 1,000,000",572,24,628,24,29.99,2999,0,152,"Need for Speed is a racing video game franchise published by Electronic Arts and currently developed by Criterion Games, the developers of Burnout. The series generally centers around illicit street racing and tasks players to complete various types of races while evading the local law enforcement in police pursuits."
1293830,1293830,Forza Horizon 4,Playground Games,Xbox Game Studios,,108125,13936,0,"2,000,000 .. 5,000,000",2547,170,1021,172,59.99,5999,0,6966,Forza Horizon 4 is a 2018 racing video game developed by Playground Games and published by Microsoft Studios. It was released on 2 October 2018 on Xbox One and Microsoft Windows after being announced at Xbox's E3 2018 conference. An enhanced version of the game was released on Xbox Series X/S on 10 November 2020.
1520470,1520470,封灵档案,（Hong Kong）GKD,（Hong Kong）GKD,,8976,2924,0,"1,000,000 .. 2,000,000",109,0,58,0,0,0,0,1686,"Build your car, earn sponsors, and compete in online multiplayer drift battles!"
1551360,1551360,Forza Horizon 5,Playground Games,Xbox Game Studios,,57257,8967,0,"1,000,000 .. 2,000,000",3028,330,1657,168,59.99,5999,0,8167,Forza Horizon 5 is a 2021 racing video game developed by Playground Games and published by Xbox Game Studios. It is the fifth Forza Horizon title and twelfth main instalment in the Forza series. The game is set in a fictionalised representation of Mexico. 
